TimeStamp,AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,FC5_THETA,FC5_ALPHA,FC5_LOW_BETA,FC5_HIGH_BETA,FC5_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,P7_THETA,P7_ALPHA,P7_LOW_BETA,P7_HIGH_BETA,P7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1531392007.001389,0.990993,1.418789,0.495225,0.167100,0.163925,4.559104,5.235539,1.915794,0.752467,0.656632,1.770870,2.306579,0.861495,0.236154,0.302992,3.216363,3.438614,1.186031,0.511934,0.503424,5.109337,3.219645,1.818156,0.740726,0.547028,1.358753,1.237210,0.567330,0.226705,0.178398,1.999556,1.818493,0.926904,0.432151,0.349116,0.134991,0.115385,0.114299,0.070761,0.079776,1.081274,1.666449,0.426846,0.264467,0.133271,5.785851,6.594549,1.098167,0.728544,0.412207,1.917517,2.598587,1.217140,0.641565,0.374193,2.412985,3.487809,1.093568,0.486663,0.330622,3.786053,5.556679,1.532908,0.810687,0.560642,0.546013,0.902220,0.270062,0.132268,0.124392,4,4,4,4,4,4,4,2,4,4,4,4,4,4
1531392007.128675,0.917456,1.496348,0.584201,0.165078,0.171560,3.938492,6.260654,1.947328,0.685406,0.677697,1.566679,2.701146,0.881596,0.227767,0.306073,2.915425,4.081779,1.205346,0.526212,0.515711,4.450945,3.506511,1.755290,0.757783,0.568828,1.247991,1.254354,0.554373,0.238281,0.194102,1.903811,1.616111,0.886872,0.399967,0.386558,0.143529,0.115620,0.101212,0.067026,0.090695,0.953417,1.587794,0.320104,0.239207,0.140210,4.985547,5.999126,0.934529,0.704166,0.437246,1.699581,2.953618,1.150131,0.682799,0.412382,2.217662,3.955310,1.049749,0.513360,0.344534,3.271471,6.458045,1.446321,0.844379,0.563439,0.468674,1.027986,0.289524,0.114029,0.125359,4,4,4,4,4,4,4,2,4,4,4,4,4,4
1531392007.255160,0.985557,1.567702,0.658273,0.175588,0.184299,3.616722,7.499525,1.962166,0.805175,0.755238,1.588440,3.189019,0.939454,0.273126,0.329275,3.032301,4.976556,1.309584,0.650471,0.552702,3.883873,4.463660,1.725284,0.851449,0.618834,1.148220,1.420010,0.538203,0.269637,0.213484,2.019772,1.825212,0.894658,0.413551,0.430853,0.147843,0.129382,0.090643,0.063081,0.099895,0.904961,1.645514,0.259155,0.243920,0.156820,4.260541,6.165205,0.956889,0.772846,0.499429,1.693258,3.571072,1.170729,0.772175,0.465080,2.426305,4.654259,1.078146,0.577229,0.377658,3.158111,7.603547,1.527589,0.945525,0.582718,0.459457,1.158359,0.324868,0.118619,0.133254,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531392007.381646,1.166012,1.648077,0.699871,0.196883,0.205991,3.725195,8.799474,2.054194,1.086328,0.867785,1.900596,3.782461,1.021283,0.367361,0.372040,3.574191,6.101631,1.504233,0.870657,0.615446,3.661432,6.102043,1.725034,1.017836,0.682615,1.097367,1.761341,0.513282,0.319275,0.231627,2.391077,2.609358,0.910676,0.473408,0.471902,0.151125,0.156627,0.084891,0.058763,0.105449,0.981421,1.875788,0.264368,0.274158,0.179521,3.770255,7.466612,1.184244,0.922320,0.581774,1.971017,4.560972,1.285458,0.893641,0.523514,3.081894,5.620946,1.168819,0.674230,0.429625,3.535309,9.058342,1.779455,1.117044,0.617439,0.514177,1.301075,0.374501,0.145209,0.149869,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531392007.509332,1.404832,1.763500,0.721340,0.229194,0.237577,4.632078,10.066024,2.331296,1.445498,0.981437,2.544986,4.477516,1.149793,0.495824,0.428684,4.735589,7.396744,1.840196,1.155847,0.693994,4.191606,8.135969,1.785709,1.238384,0.738991,1.182001,2.205053,0.484777,0.381221,0.244302,3.131942,3.877758,0.948065,0.571898,0.501085,0.159567,0.193195,0.087549,0.055212,0.107589,1.238637,2.243508,0.355812,0.318388,0.202585,3.866779,9.804204,1.673081,1.122559,0.659151,2.677896,5.914530,1.535804,1.018095,0.577153,4.188645,6.801535,1.359513,0.790528,0.495633,4.561496,10.787260,2.250310,1.344470,0.661834,0.636875,1.459848,0.443183,0.187305,0.173260,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531392007.637017,1.623609,1.930657,0.748026,0.271696,0.275070,6.184657,11.219640,2.823028,1.776438,1.062059,3.400704,5.209387,1.345689,0.634781,0.489860,6.387031,8.696836,2.336937,1.456065,0.771907,5.543224,10.086009,1.920660,1.473810,0.771255,1.465994,2.605299,0.462098,0.443162,0.249757,4.213945,5.301628,1.051025,0.687069,0.515441,0.176553,0.230510,0.100243,0.054129,0.107784,1.670078,2.641827,0.528801,0.361778,0.220926,4.745391,12.596145,2.412203,1.325829,0.709651,3.743242,7.427825,1.934326,1.107797,0.616074,5.501472,8.019096,1.674974,0.900930,0.566190,6.046346,12.531483,2.928710,1.584875,0.705210,0.790970,1.622465,0.529258,0.232875,0.197664,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531392007.764704,1.739726,2.130454,0.799722,0.320948,0.312091,7.937243,12.138844,3.466366,1.992006,1.091570,4.273727,5.827400,1.588552,0.759171,0.546941,8.210932,9.740078,2.923044,1.715671,0.836810,7.510144,11.422394,2.094789,1.670807,0.781197,1.956108,2.803812,0.448896,0.488554,0.249812,5.449873,6.434854,1.226301,0.785450,0.520400,0.196142,0.261849,0.120034,0.056039,0.107862,2.190687,2.938612,0.745834,0.388868,0.234036,6.404463,14.957282,3.271119,1.481395,0.731933,4.942448,8.724325,2.412860,1.133038,0.638003,6.699528,8.983028,2.072437,0.978784,0.632378,7.602968,13.844096,3.686143,1.775656,0.741274,0.928578,1.754336,0.615842,0.268600,0.216390,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531392007.892390,1.714896,2.294690,0.870420,0.372743,0.343376,9.368449,12.607390,4.090398,2.055744,1.073468,4.897361,6.122561,1.804131,0.853926,0.594559,9.689075,10.221489,3.440461,1.901275,0.887023,9.530038,11.748410,2.240272,1.793635,0.790558,2.549986,2.705893,0.446131,0.507041,0.249169,6.508998,6.916031,1.452096,0.843501,0.527116,0.210448,0.291950,0.141226,0.060302,0.109835,2.654782,3.046019,0.948726,0.391079,0.246490,8.456307,16.076082,4.025942,1.560236,0.748393,5.918232,9.384006,2.833098,1.091318,0.652086,7.408106,9.361888,2.431607,1.011922,0.689989,8.714994,14.237124,4.305054,1.865191,0.775093,0.997055,1.804956,0.675388,0.285691,0.225276,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531392008.020077,1.541632,2.325640,0.932593,0.421326,0.365813,10.017109,12.379119,4.489052,1.982396,1.024961,5.068598,5.923806,1.907740,0.914838,0.629621,10.348668,9.908235,3.707762,2.004483,0.926159,10.948883,10.937940,2.291267,1.835245,0.822685,3.070839,2.326628,0.453762,0.498978,0.252310,7.064019,6.629728,1.674695,0.857413,0.544820,0.213132,0.331190,0.157176,0.065041,0.114866,2.909230,2.957985,1.085552,0.369410,0.263160,10.262068,15.552827,4.479837,1.559754,0.786221,6.349790,9.122902,3.062991,1.006920,0.670372,7.385660,8.940902,2.625124,1.006101,0.737619,8.973548,13.412007,4.589896,1.830847,0.816456,0.967596,1.728490,0.680857,0.281503,0.224058,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531392008.147764,1.268420,2.160671,0.946855,0.458842,0.376829,9.657050,11.304790,4.494691,1.820333,0.960913,4.702789,5.214136,1.830469,0.944233,0.648005,9.925617,8.800023,3.590144,2.032170,0.953126,11.291577,9.221161,2.187224,1.808220,0.882795,3.340918,1.795421,0.465378,0.472497,0.259834,6.934518,5.750065,1.840242,0.837542,0.573717,0.200445,0.385219,0.161856,0.067877,0.122515,2.851332,2.730592,1.123469,0.332895,0.283946,11.135012,13.545276,4.515483,1.495924,0.853234,6.058088,7.979042,3.018957,0.914826,0.696351,6.597645,7.750984,2.561761,0.977247,0.771156,8.201677,11.435400,4.426185,1.688563,0.867495,0.844640,1.518420,0.617011,0.259453,0.214659,4,4,4,4,4,4,4,4,4,4,4,4,4,4
