TimeStamp,AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,FC5_THETA,FC5_ALPHA,FC5_LOW_BETA,FC5_HIGH_BETA,FC5_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,P7_THETA,P7_ALPHA,P7_LOW_BETA,P7_HIGH_BETA,P7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1531392818.592301,0.683894,0.571079,0.345981,0.262474,0.201720,5.242371,3.147187,2.971213,2.148857,0.834300,2.093756,0.817833,0.996544,0.447219,0.280346,3.144376,2.451967,1.928758,1.123296,0.498693,5.419703,1.853881,1.498979,1.128674,0.509903,1.860219,1.706831,0.673680,0.451921,0.311623,3.569562,8.011718,1.347978,0.735875,0.558608,0.419377,1.055246,0.105326,0.071126,0.125262,1.042736,3.054571,0.288238,0.180228,0.312045,6.205517,5.018261,1.452482,0.691658,0.726260,5.397849,2.157073,0.809597,0.771945,0.577342,2.908328,0.946278,1.187081,0.561586,0.426449,6.093602,1.913693,1.613232,0.867407,0.543065,0.511849,0.375797,0.292765,0.226556,0.138392,4,4,4,4,4,4,4,3,4,4,4,4,4,4
1531392818.716785,0.752309,0.629475,0.395924,0.265489,0.194843,5.135062,3.562982,2.750138,2.142799,0.734604,1.959197,1.010943,1.062674,0.432883,0.264140,3.567519,2.566296,2.001596,1.112527,0.501712,5.323611,1.904555,1.415397,1.156007,0.531494,1.664600,1.906453,0.749897,0.462709,0.318237,3.196614,10.335111,1.459463,0.729650,0.530858,0.354676,1.207064,0.101737,0.070834,0.118501,0.912855,3.581092,0.282706,0.185679,0.310466,5.611894,5.721922,1.564613,0.680353,0.690041,5.268145,2.221222,0.937219,0.749337,0.533659,2.757948,1.104231,1.238510,0.514605,0.411160,5.761462,2.309144,1.884235,0.773986,0.557714,0.470987,0.410035,0.324043,0.205936,0.127413,4,4,4,4,4,4,4,3,4,4,4,4,4,4
1531392818.841468,0.896485,0.679191,0.454001,0.275800,0.180851,5.436620,3.957008,2.630940,2.041848,0.634495,1.939084,1.265119,1.135390,0.444072,0.251191,4.546059,2.677167,2.144618,1.118002,0.495874,5.495379,1.986476,1.425072,1.181610,0.550730,1.686681,2.018426,0.875970,0.488872,0.313284,3.106300,12.022540,1.753195,0.746696,0.488501,0.268946,1.243483,0.093897,0.067336,0.101816,0.843069,3.793861,0.317372,0.192912,0.292938,5.388376,5.972823,1.714222,0.673482,0.649239,5.210652,2.176883,1.098587,0.727200,0.480409,2.787429,1.352610,1.329134,0.522964,0.381441,5.478418,2.648079,2.098079,0.715717,0.588156,0.496862,0.438693,0.350675,0.186568,0.114251,4,4,4,4,4,4,4,3,4,4,4,4,4,4
1531392818.966752,1.067098,0.714368,0.499708,0.291048,0.164439,6.038876,4.243468,2.614259,1.864461,0.570024,2.022116,1.535915,1.188097,0.470732,0.247577,5.887023,2.768799,2.330325,1.119163,0.487644,5.919387,2.075346,1.496497,1.193691,0.571336,1.897637,2.017689,1.004831,0.522237,0.303956,3.299251,12.653259,2.128547,0.774121,0.451441,0.180906,1.148385,0.083085,0.061095,0.079255,0.821258,3.614520,0.373240,0.202492,0.265970,5.514507,5.695669,1.907361,0.676270,0.623250,5.253321,2.073058,1.248818,0.716158,0.443034,3.019450,1.650888,1.434692,0.572858,0.351989,5.325572,2.872563,2.214476,0.714051,0.643291,0.570984,0.461509,0.364584,0.168740,0.103241,4,4,4,4,4,4,4,3,4,4,4,4,4,4
1531392819.092436,1.229183,0.747841,0.521714,0.305591,0.151279,6.935418,4.444186,2.694581,1.658660,0.570191,2.248084,1.807340,1.215206,0.497372,0.260901,7.406575,2.876519,2.528939,1.097831,0.485960,6.785205,2.149908,1.597077,1.175554,0.596864,2.318032,1.902383,1.093838,0.549319,0.299719,3.866208,12.148273,2.455098,0.793686,0.438283,0.110218,0.944975,0.071088,0.052774,0.056190,0.888341,3.107437,0.435668,0.214152,0.237416,6.148877,5.091937,2.158505,0.691435,0.626409,5.505333,2.028128,1.369834,0.721582,0.441845,3.569739,1.994013,1.532762,0.637943,0.339236,5.473392,3.035324,2.242130,0.766736,0.730380,0.693250,0.498194,0.371756,0.153476,0.098570,4,4,4,4,4,4,4,3,4,4,4,4,4,4
1531392819.217920,1.341784,0.806824,0.519053,0.312868,0.145097,7.773820,4.657852,2.821599,1.478824,0.637462,2.535139,2.105464,1.223136,0.511003,0.292584,8.668899,3.092693,2.689581,1.048267,0.493770,7.813089,2.195939,1.681957,1.118330,0.624047,2.793031,1.687213,1.113270,0.557012,0.305391,4.600796,10.764315,2.606605,0.790535,0.455326,0.064634,0.685741,0.058973,0.043370,0.037130,0.996279,2.450251,0.482426,0.225144,0.212652,7.057775,4.580025,2.427685,0.716656,0.656491,5.951129,2.193455,1.447915,0.738107,0.480102,4.309517,2.452443,1.602543,0.694460,0.351584,5.802410,3.271530,2.213971,0.847538,0.843279,0.817593,0.579691,0.383091,0.142319,0.101939,4,4,4,4,4,4,4,3,4,4,4,4,4,4
1531392819.345204,1.378293,0.916662,0.495544,0.307889,0.145958,8.179736,4.987755,2.901412,1.358917,0.744029,2.778202,2.456772,1.206164,0.507108,0.335792,9.267673,3.506204,2.748257,0.975770,0.507498,8.601009,2.216010,1.694728,1.024396,0.644348,3.126917,1.407777,1.062104,0.537052,0.318133,5.198001,8.977481,2.538659,0.761356,0.494596,0.043555,0.431500,0.047423,0.034043,0.024014,1.091059,1.854062,0.493974,0.231167,0.193651,7.790130,4.579215,2.621916,0.745895,0.695251,6.411892,2.659810,1.460328,0.755186,0.544193,5.022459,3.104656,1.615348,0.730250,0.385129,6.060102,3.692281,2.148093,0.918973,0.960367,0.904914,0.724859,0.399782,0.135624,0.111920,4,4,4,4,4,4,4,3,4,4,4,4,4,4
1531392819.472888,1.323249,1.078494,0.456055,0.290024,0.151104,7.951042,5.460805,2.824145,1.309452,0.842991,2.840863,2.852460,1.147680,0.493533,0.377694,9.011497,4.132325,2.642821,0.898912,0.520239,8.682202,2.241374,1.595416,0.914918,0.648760,3.151322,1.121961,0.973202,0.492806,0.329789,5.346988,7.243813,2.284433,0.714351,0.538766,0.036891,0.230625,0.036701,0.025828,0.016247,1.103443,1.471580,0.465579,0.229191,0.180103,7.862911,5.292108,2.650188,0.782851,0.718890,6.554529,3.408225,1.386051,0.769212,0.611327,5.414275,3.962387,1.545879,0.750328,0.425922,5.926736,4.309198,2.037943,0.957304,1.054455,0.909203,0.920651,0.410346,0.132886,0.124726,4,4,4,4,4,4,4,3,4,4,4,4,4,4
1531392819.600573,1.203516,1.258869,0.412187,0.266339,0.157049,7.212998,6.031708,2.571111,1.349285,0.894064,2.669255,3.240158,1.052946,0.490207,0.404609,8.042855,4.889282,2.375606,0.850515,0.525628,7.891215,2.320527,1.417763,0.841293,0.633706,2.845393,0.906549,0.902212,0.441400,0.332141,4.937550,5.851559,1.931305,0.667086,0.570618,0.034047,0.104201,0.026920,0.019388,0.012004,1.013905,1.348821,0.418240,0.220118,0.171252,7.098740,6.623991,2.551709,0.859913,0.712198,6.166620,4.311948,1.259482,0.798071,0.658991,5.331916,4.932782,1.421589,0.778524,0.455964,5.314901,5.043093,1.924653,0.975096,1.104099,0.831583,1.123166,0.404503,0.135796,0.135925,4,4,4,4,4,4,4,3,4,4,4,4,4,4
1531392819.728057,1.084268,1.403729,0.383312,0.249170,0.161008,6.370603,6.558531,2.229186,1.506617,0.884705,2.361337,3.537087,0.954896,0.519457,0.408575,6.816867,5.613109,2.015984,0.864046,0.522425,6.571438,2.486276,1.243571,0.865048,0.604416,2.382687,0.823294,0.894514,0.408716,0.321850,4.175829,4.850246,1.581886,0.644032,0.581935,0.030066,0.044981,0.019062,0.015051,0.009823,0.868288,1.420419,0.391786,0.208841,0.166733,5.862127,8.207815,2.476867,1.025664,0.677361,5.380029,5.161931,1.177275,0.874290,0.674160,4.897088,5.811550,1.321631,0.844851,0.463011,4.496973,5.751363,1.907810,1.014238,1.103117,0.722292,1.274809,0.383666,0.147552,0.142417,4,4,4,4,4,4,4,3,4,4,4,4,4,4
