TimeStamp,AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,FC5_THETA,FC5_ALPHA,FC5_LOW_BETA,FC5_HIGH_BETA,FC5_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,P7_THETA,P7_ALPHA,P7_LOW_BETA,P7_HIGH_BETA,P7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1531224834.299762,0.631557,1.097122,1.143262,1.166909,0.415605,0.615399,0.678912,1.008589,1.060054,0.556867,0.632889,0.769713,0.608233,0.715338,0.160061,0.605107,0.403366,0.500683,0.655458,0.401044,1.022440,1.940076,6.233778,3.070214,2.714370,1.116811,1.187852,1.929559,1.329523,0.573109,1.172381,1.783941,3.082098,1.746983,0.417377,0.491462,7.215141,5.591937,4.474797,0.814170,1.280815,1.636356,1.572237,1.604607,0.675262,3.304511,1.945129,3.070658,2.207044,0.816440,1.179148,0.637611,0.934732,1.691348,0.525952,0.888329,1.100359,0.906076,1.080096,0.428778,1.708475,0.730614,0.892517,1.371147,0.441918,0.935430,1.106004,0.610464,1.071465,0.401824,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224834.427048,0.703818,1.232664,1.277799,1.203439,0.410929,0.606225,0.806135,1.108460,1.088242,0.485428,0.661075,0.884855,0.611422,0.717537,0.146706,0.592169,0.451313,0.569004,0.676700,0.347424,0.905260,1.869979,5.494863,3.036121,2.462742,0.961253,1.205576,1.580563,1.162682,0.536162,1.017153,1.657784,2.415127,1.774990,0.419636,0.342199,7.031342,5.545045,5.029041,0.723988,1.209672,1.776428,1.474823,1.686156,0.606800,3.615752,1.718869,3.300190,2.156881,0.701135,1.236584,0.635354,1.127109,1.614111,0.499385,1.055883,1.087176,1.010557,1.037518,0.395230,1.910158,0.825521,1.046730,1.264599,0.413090,1.002246,1.187018,0.763331,1.035391,0.373569,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224834.554333,0.827411,1.454001,1.504775,1.173713,0.409681,0.679362,0.973653,1.274213,1.110207,0.432936,0.680006,1.018143,0.678977,0.678138,0.138980,0.621198,0.544243,0.674447,0.700827,0.304202,0.819901,1.815577,4.658167,3.059581,2.256308,0.789975,1.156944,1.369794,1.085226,0.515277,0.921460,1.544879,2.021472,1.840834,0.411971,0.268410,6.729890,5.336931,5.383824,0.605998,1.103356,1.993399,1.318324,1.748609,0.542960,3.741516,1.557784,3.303493,2.106603,0.648938,1.345082,0.861332,1.378468,1.448190,0.499015,1.307851,1.285471,1.239634,0.933601,0.376125,1.994021,1.128995,1.246111,1.123617,0.399408,1.070813,1.331003,1.038030,0.959105,0.350861,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224834.681418,0.967801,1.736281,1.847835,1.106326,0.408294,0.824740,1.173122,1.541473,1.121784,0.392025,0.695548,1.155506,0.830099,0.617346,0.138324,0.685886,0.669635,0.819602,0.720198,0.269938,0.805889,1.792249,3.853265,3.167478,2.093681,0.649747,1.111000,1.439489,1.084371,0.507432,0.900146,1.450913,1.887215,1.873650,0.398186,0.252858,6.238879,5.016197,5.354161,0.492746,1.034272,2.275214,1.125275,1.719433,0.497232,3.676450,1.567696,3.117245,2.068730,0.652598,1.550601,1.356564,1.678630,1.266808,0.512760,1.609465,1.716312,1.596552,0.796737,0.364764,1.901709,1.615566,1.500376,0.991848,0.393344,1.151968,1.545349,1.442749,0.871917,0.332843,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224834.808304,1.086721,2.036328,2.268525,1.044186,0.406605,0.984972,1.371450,1.905513,1.118082,0.360799,0.706025,1.276076,1.047543,0.559495,0.145793,0.759030,0.793880,0.998671,0.730294,0.247927,0.873147,1.793804,3.238544,3.371941,1.971023,0.564571,1.128051,1.786778,1.133369,0.510717,0.950908,1.415487,1.932285,1.836487,0.385717,0.281877,5.626926,4.704646,4.883856,0.412646,1.069315,2.604022,0.929796,1.583794,0.481682,3.449770,1.786742,2.817966,2.049118,0.701229,1.863922,2.068480,1.981580,1.147327,0.527084,1.883860,2.319066,2.033429,0.670406,0.358475,1.676807,2.207661,1.793286,0.916006,0.390921,1.237123,1.818222,1.929056,0.809150,0.321467,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224834.934789,1.214262,2.295883,2.655077,1.029636,0.407197,1.102823,1.524947,2.290607,1.099758,0.341084,0.706774,1.365755,1.275155,0.522061,0.159996,0.806637,0.882686,1.175010,0.729523,0.241592,1.014843,1.780920,2.893334,3.625576,1.878225,0.527520,1.237302,2.270648,1.199730,0.523831,1.023781,1.514893,2.086628,1.733136,0.380488,0.354172,5.073829,4.562879,4.071268,0.378490,1.225660,2.936931,0.771060,1.381583,0.499178,3.179002,2.141952,2.497618,2.043271,0.777718,2.271076,2.856492,2.211984,1.128947,0.532327,2.072205,2.957808,2.446509,0.594186,0.356322,1.494015,2.768812,2.065975,0.919967,0.390667,1.321500,2.105552,2.387029,0.796411,0.318660,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224835.061074,1.517540,2.479484,2.867213,1.082019,0.411936,1.153919,1.606414,2.575456,1.070486,0.333130,0.698815,1.422954,1.435789,0.506966,0.176911,0.836459,0.930229,1.291036,0.714850,0.248555,1.221979,1.743469,2.777155,3.820952,1.800906,0.522459,1.435184,2.661660,1.248346,0.545304,1.053143,1.802042,2.264309,1.578481,0.382599,0.467947,4.733290,4.674464,3.124480,0.384133,1.459281,3.204702,0.676932,1.169552,0.540115,2.982250,2.490405,2.205891,2.027978,0.855857,2.732481,3.539830,2.280205,1.190449,0.523740,2.194903,3.483543,2.700531,0.582917,0.356120,1.557230,3.165183,2.226315,0.988294,0.390684,1.456930,2.349321,2.675120,0.836503,0.323480,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224835.187259,2.141845,2.573298,2.816616,1.192890,0.418455,1.171833,1.601889,2.652976,1.032984,0.332704,0.688379,1.453552,1.474150,0.504799,0.191025,0.868435,0.956993,1.301126,0.682038,0.259128,1.461514,1.681202,2.818146,3.831443,1.724303,0.528635,1.678045,2.786661,1.248571,0.570382,0.999555,2.292459,2.414585,1.391488,0.384673,0.626159,4.716589,5.027403,2.301108,0.410386,1.714678,3.338525,0.681687,0.996135,0.586276,2.978948,2.683227,1.973440,1.976773,0.907422,3.187245,3.953085,2.153194,1.272824,0.500201,2.332987,3.778389,2.706196,0.629302,0.354048,1.959727,3.301599,2.212742,1.079684,0.387566,1.716388,2.480476,2.696528,0.916012,0.331253,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224835.313345,3.076512,2.573392,2.503912,1.333322,0.422558,1.179604,1.511138,2.474196,0.987395,0.333632,0.682938,1.461516,1.374256,0.505816,0.197649,0.925122,0.985432,1.185008,0.629431,0.261808,1.686314,1.609701,2.912836,3.594794,1.640056,0.525413,1.908272,2.592171,1.195509,0.591749,0.872913,2.913107,2.507651,1.204553,0.377440,0.815578,5.046577,5.475812,1.850441,0.438359,1.930071,3.304445,0.791441,0.907458,0.620813,3.182148,2.639005,1.817365,1.892386,0.909708,3.554631,4.012268,1.858953,1.318905,0.464137,2.548997,3.794345,2.452987,0.716735,0.346770,2.637208,3.146371,2.015786,1.151130,0.379703,2.112804,2.443325,2.443918,1.016961,0.337069,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1531224835.439330,4.114417,2.491441,2.024496,1.460862,0.420387,1.207964,1.355846,2.066885,0.933680,0.330586,0.686748,1.450047,1.168376,0.503171,0.195443,1.018971,1.025749,0.963161,0.559387,0.248806,1.844072,1.539173,2.906884,3.133588,1.549426,0.507830,2.055771,2.130032,1.115169,0.602154,0.732271,3.507439,2.516455,1.054110,0.356724,1.008617,5.556434,5.804198,1.907449,0.459150,2.065090,3.097027,0.968184,0.949506,0.635842,3.500477,2.373574,1.716443,1.809611,0.856211,3.746414,3.764718,1.475220,1.304797,0.420920,2.829923,3.575731,2.016241,0.824071,0.333388,3.362301,2.760303,1.682986,1.181640,0.367797,2.583284,2.232638,2.001218,1.120294,0.337816,4,4,4,4,4,4,4,4,4,4,4,4,4,4
